3.126880291980060345e-01, 7.923967431033736020e-01, 4.328964452600380652e-01, 2.534144799645008383e+00
3.219396375335030758e-01, 7.661992684253854380e-01, 4.869234897509500115e-01, 2.379946981041282772e+00
3.312161622053622079e-01, 6.884493962493498653e-01, 4.560287053974287352e-01, 2.078550127703291839e+00
3.092464181321469274e-01, 7.761363790263162699e-01, 4.526549965583028801e-01, 2.509766754015104961e+00
2.046907211341522648e-01, 7.341889792478981658e-01, 3.611233527874574967e-01, 3.586821010644239305e+00
3.222489855008155435e-01, 7.551757201287357946e-01, 4.698096886156071239e-01, 2.343454142935772477e+00
3.482198421786515952e-01, 7.525669983851371869e-01, 4.563309401205002391e-01, 2.161183560582507823e+00
2.845396045581932709e-01, 7.461214698066408468e-01, 3.864770575613967751e-01, 2.622206040403932903e+00
2.965421391011872077e-01, 7.299749328250026981e-01, 4.115423767177484038e-01, 2.461622941810364118e+00
3.515815355355596528e-01, 7.796708394041681478e-01, 4.952619889053647695e-01, 2.217610313967442792e+00
3.335250861409608802e-01, 7.215200279697486785e-01, 4.533533768631350935e-01, 2.163315618378420346e+00
3.328201177351374773e-01, 7.259998707123632711e-01, 5.173291975145584143e-01, 2.181358133194710724e+00
3.379047353174747803e-01, 7.270951035186935529e-01, 4.478111067695423331e-01, 2.151775419292538682e+00
3.405395812477107764e-01, 7.946327396380227226e-01, 4.766089891099673514e-01, 2.333451919822505438e+00
2.840801432056559439e-01, 7.296534351826424736e-01, 4.292998212286937010e-01, 2.568477426647943762e+00
2.436872238974252536e-01, 6.848105703341466066e-01, 4.221549598330912589e-01, 2.810203010981004557e+00
2.813348075463116826e-01, 7.007632548798456984e-01, 4.446800093866278836e-01, 2.490851597751515989e+00
2.874963742440695413e-01, 6.820508559966375062e-01, 4.372340894952072010e-01, 2.372380722330820202e+00
3.168585273584700324e-01, 6.967795324935612822e-01, 4.664490628136504502e-01, 2.199024082773941124e+00
3.217457308855163900e-01, 6.907651301166020108e-01, 4.776770109712405454e-01, 2.146928657656036243e+00
2.918927452801467481e-01, 7.059345488900591326e-01, 4.372494212987815265e-01, 2.418472402294657986e+00
3.407720381878814320e-01, 7.120876371739806032e-01, 5.024964949839417772e-01, 2.089630478370933186e+00
3.156817925112104795e-01, 6.850788702387358153e-01, 5.011142328930250356e-01, 2.170156424889178037e+00
3.310952583275594274e-01, 6.967795324935612822e-01, 4.804680924501160688e-01, 2.104468472345873309e+00
3.384666233462582663e-01, 7.327600583544394697e-01, 5.122356118757814825e-01, 2.164940374651981525e+00
3.231895001440923121e-01, 7.448706252582114606e-01, 4.822807964078922871e-01, 2.304748839074644451e+00
2.729084170908038787e-01, 7.262343985639291288e-01, 4.405658258370995228e-01, 2.661091974756834677e+00
3.549467564209913828e-01, 7.285921252219499378e-01, 4.953099395260307514e-01, 2.052680048603654051e+00
3.235184725572546327e-01, 6.993462941098915753e-01, 5.033934142978297999e-01, 2.161688909390250934e+00
3.206488409768608605e-01, 7.184710005227020746e-01, 4.750324285070585129e-01, 2.240678613819001797e+00
3.131601143850317737e-01, 7.451775709551834437e-01, 4.592522554917361499e-01, 2.379541763862636383e+00
3.119329218618881461e-01, 7.369090479494310175e-01, 4.384036340322522429e-01, 2.362395875212254470e+00
3.210825617242036301e-01, 7.120258986801567547e-01, 4.921291830737429263e-01, 2.217578852169981740e+00
3.202496737796440285e-01, 7.171333726589945723e-01, 4.708386688183240909e-01, 2.239294623458185196e+00
2.574691546099578954e-01, 7.623100129394808633e-01, 4.069345468609340544e-01, 2.960781900629263497e+00
3.355416774640941346e-01, 7.766066724582473269e-01, 4.657363383394466094e-01, 2.314486469542523572e+00
2.958458255160067996e-01, 7.251439194176463321e-01, 4.650088885842619812e-01, 2.451087211228580642e+00
3.487758106277812353e-01, 7.646691109515375562e-01, 5.000575915541848326e-01, 2.192437341268496986e+00
2.781913058149916851e-01, 7.128838351132736895e-01, 4.038835907428379723e-01, 2.562566910654533014e+00
2.262992383607315972e-01, 7.097984542870016123e-01, 3.803770515657577955e-01, 3.136548136125626662e+00
3.200310904993766137e-01, 7.332684925759486161e-01, 4.715701599702071811e-01, 2.291241427299317124e+00
2.752928028055919851e-01, 7.088243129399456333e-01, 4.200336317036914013e-01, 2.574801468531335402e+00
2.698345906607563793e-01, 7.946939420547142197e-01, 3.859378670965815106e-01, 2.945115154097591947e+00
2.858097394549742876e-01, 7.710491090874402875e-01, 4.288289754258307052e-01, 2.697770588776276846e+00
2.537029103006545605e-01, 7.878168075322257158e-01, 3.922433845586152934e-01, 3.105273040023905029e+00
2.782653131539394864e-01, 7.629813552945465815e-01, 4.065201272766589824e-01, 2.741920459458979664e+00
3.187163354560684780e-01, 7.787619772278389085e-01, 4.924209347680001958e-01, 2.443432891864378842e+00
2.993815785516655836e-01, 7.872764968743589664e-01, 4.528791120105849499e-01, 2.629675816003806954e+00
2.943988756239686033e-01, 8.084256386757044943e-01, 4.394779711450332860e-01, 2.746021488574891034e+00
2.613317983778913334e-01, 7.939397540695153355e-01, 3.820914866377156383e-01, 3.038052617391250543e+00
3.067162716504337472e-01, 8.010385598736704527e-01, 4.352035499138613983e-01, 2.611659810427725326e+00
3.055260887966697592e-01, 8.137578478038693941e-01, 4.435396450968975279e-01, 2.663464357524742532e+00
3.105993385123274053e-01, 7.951819983377071965e-01, 4.364300107272647278e-01, 2.560153547481387015e+00
2.476170567515207921e-01, 7.885839507755205702e-01, 3.609105822707027733e-01, 3.184691560108681152e+00
2.669997919266771658e-01, 7.818158063483877651e-01, 3.996034507644821709e-01, 2.928151369357951062e+00
3.013084232314348077e-01, 7.940218166510331077e-01, 4.396885799456374810e-01, 2.635245998553267910e+00
3.189526128295067653e-01, 8.110619509117276138e-01, 4.610889192069361209e-01, 2.542891697034861398e+00
3.057537629397679146e-01, 7.889916055670647133e-01, 4.295462884994546982e-01, 2.580480442762342896e+00
2.938321253593010329e-01, 7.682733253465359180e-01, 4.595879996643776888e-01, 2.614667556881614452e+00
2.933072627352875106e-01, 8.155531992367018868e-01, 4.172264275286526325e-01, 2.780542123748043881e+00
3.372076499116785087e-01, 7.560624669849674850e-01, 4.817285265784139181e-01, 2.242127268414567443e+00
3.376151310195859567e-01, 7.694167995112455305e-01, 4.684700918897819477e-01, 2.278976055331505712e+00
3.354702062590790845e-01, 7.758427772079702356e-01, 4.760181471075380366e-01, 2.312702477694240866e+00
3.069743086827425582e-01, 7.878286577707775962e-01, 4.495752716479439193e-01, 2.566431898328655148e+00
3.390500502850940512e-01, 7.978337986498821310e-01, 4.846428449563763841e-01, 2.353144610888612487e+00
3.950672257416015243e-01, 8.291032867971392939e-01, 5.338374586508322084e-01, 2.098638491818160201e+00
3.491520252188082818e-01, 8.222757074459843274e-01, 4.867110400306274842e-01, 2.355064980449924850e+00
3.284114066608855853e-01, 7.755455788018905672e-01, 4.742151331642295853e-01, 2.361506217726204948e+00
3.015045618896784463e-01, 8.030871315361051144e-01, 4.232297532574190169e-01, 2.663598608600679984e+00
2.916385393059120479e-01, 8.153415469174866148e-01, 4.188720756440164061e-01, 2.795726342814521814e+00
3.401465736943277696e-01, 7.842545092839307008e-01, 4.675863779400226683e-01, 2.305636951641617749e+00
3.080626737001188609e-01, 8.004586867672359718e-01, 4.161013168265904061e-01, 2.598363109535418936e+00
3.052357705048697745e-01, 7.853203294588223526e-01, 4.440118932357605686e-01, 2.572831906823624504e+00
3.328201177351374773e-01, 7.895083677905870845e-01, 4.861346254544566814e-01, 2.372177418730703202e+00
3.065241565089079079e-01, 8.010604030226810002e-01, 4.602064421235212976e-01, 2.613367938586599770e+00
3.440750437143417217e-01, 8.017423964661806179e-01, 4.967022322128891165e-01, 2.330138180936493164e+00
2.606554540487873162e-01, 7.327260099012501415e-01, 4.074416596932242673e-01, 2.811090266939531013e+00
3.282837430228785491e-01, 7.007556821115049628e-01, 4.623564943268655969e-01, 2.134603668335377513e+00
3.419014828989254684e-01, 6.774803257931072409e-01, 4.763494889197151805e-01, 1.981507421520564582e+00
3.134870199468023921e-01, 7.086307913850919959e-01, 4.703351358370919666e-01, 2.260478891615174568e+00
3.574182450541830147e-01, 7.593920439325031468e-01, 5.381715592045525076e-01, 2.124659427549320245e+00
3.302730145592602251e-01, 7.364828593987668981e-01, 4.858772019942919629e-01, 2.229921389071347182e+00
3.644626918692855932e-01, 7.735450281355041868e-01, 5.118460896589509534e-01, 2.122425821331901385e+00
3.458185069160042979e-01, 7.331618116946365671e-01, 5.000708121672030604e-01, 2.120076852545991652e+00
3.255559500969444908e-01, 7.055467793110942187e-01, 4.731327357356688856e-01, 2.167205910692142190e+00
3.373453625937528066e-01, 7.484748312995957997e-01, 4.684289883630409768e-01, 2.218719787771158636e+00
3.420531031218909668e-01, 8.044713902030956598e-01, 4.587283245402623000e-01, 2.351890343519033699e+00
3.258995118993707751e-01, 7.969750519598751692e-01, 4.549741743622267576e-01, 2.445462551677463736e+00
3.230986382330489626e-01, 8.231590297799310507e-01, 4.674559445395796708e-01, 2.547701947249284782e+00
3.234492262543698926e-01, 8.219949365267863461e-01, 4.528540878578737328e-01, 2.541341483625456643e+00
2.836421962884909664e-01, 8.287438725263674977e-01, 4.279125429068242892e-01, 2.921793313444296381e+00
3.305465852332649668e-01, 8.276639343004954519e-01, 4.687518125111625467e-01, 2.503925229529802454e+00
3.028732708023313402e-01, 8.224034525418676411e-01, 4.349044435068575298e-01, 2.715338499047032172e+00
3.025449851485017549e-01, 8.360394355030525970e-01, 4.405281095887894072e-01, 2.763355786884682530e+00
3.192545073329226546e-01, 8.229666058317283150e-01, 4.597529318113566243e-01, 2.577775996670669478e+00
3.234492262543698926e-01, 8.587363554300375679e-01, 4.658087399337784706e-01, 2.654934022796834103e+00
3.080614705148095878e-01, 8.385921136987257718e-01, 4.532111969004877783e-01, 2.722158380589862592e+00
3.262146575908194124e-01, 8.070641311616090219e-01, 4.749548004314895211e-01, 2.474027798511534648e+00
3.215780429182382161e-01, 8.169173093301768107e-01, 4.833542092423470660e-01, 2.540339203251757549e+00
1.886642670117260612e-01, 7.673909622147558895e-01, 3.402914728533529276e-01, 4.067494997169020188e+00
3.241325473169162086e-01, 8.226026855682696537e-01, 4.664694379557290382e-01, 2.537858948067874820e+00
3.010670617926726189e-01, 8.248036775352077798e-01, 4.388074084310690792e-01, 2.739601179298724265e+00
2.994800856265396605e-01, 7.793650970116350329e-01, 4.293727563874886188e-01, 2.602393729723738058e+00
3.125078413052744253e-01, 7.954184696004052979e-01, 4.635175447930980908e-01, 2.545275236224866067e+00
3.151007410712989287e-01, 8.056687422610391280e-01, 4.520500064547099406e-01, 2.556860829720288386e+00
3.261422131166160088e-01, 8.400029367763264254e-01, 4.775313633666762869e-01, 2.575572566179813894e+00
3.213919393262868462e-01, 8.244833217039981843e-01, 4.612872867397549426e-01, 2.565351587324527394e+00
3.232896528233223932e-01, 8.296434678925925787e-01, 4.864455497728130129e-01, 2.566254319144548379e+00
3.356086449134256799e-01, 7.958524613228370459e-01, 4.779624089985821112e-01, 2.371370563258693220e+00
3.155204293415107553e-01, 8.126426482954727248e-01, 4.652561204768069225e-01, 2.575562698084092439e+00
3.125374595214382434e-01, 8.424182350695682553e-01, 4.455870857111730032e-01, 2.695415251533339163e+00
3.099032318167589395e-01, 8.142766448335837515e-01, 4.616831606454399606e-01, 2.627519048639844979e+00
2.987199893851268939e-01, 7.996658544929068357e-01, 4.311752104396157081e-01, 2.676974701756339226e+00
3.309052548763964929e-01, 8.117984299420105687e-01, 4.807822305346516889e-01, 2.453265452811387970e+00
3.209283782698519882e-01, 8.477584992317873658e-01, 4.628986896854340727e-01, 2.641581600860960055e+00
3.133372537761778820e-01, 8.146972562035857957e-01, 4.248372259254146743e-01, 2.600065094032955049e+00
3.194696073670786896e-01, 8.168940347576684191e-01, 4.398410355571206742e-01, 2.557032080422712905e+00
3.180152457639432995e-01, 8.552716341436742420e-01, 4.355866883283920910e-01, 2.689404503514043032e+00
3.002182008138845615e-01, 7.787994837134647463e-01, 4.356392720635653415e-01, 2.594111488251403141e+00
3.076653196102732690e-01, 8.373054592995731182e-01, 4.332675293709966069e-01, 2.721481447308416790e+00
3.429999429028114943e-01, 8.259669274335611489e-01, 4.816963313628191967e-01, 2.408067244686386665e+00
3.212888517900251428e-01, 7.906559489027303878e-01, 4.705424024999034227e-01, 2.460888214756530079e+00
3.466649930306977545e-01, 7.904373965536696245e-01, 4.901435209807186166e-01, 2.280118882623014542e+00
2.945730005688753095e-01, 7.893363429410659160e-01, 4.280712945630579802e-01, 2.679595011819516426e+00
3.398164368423080006e-01, 7.940297673106876397e-01, 4.892204216667709882e-01, 2.336643202692274546e+00
3.217277037074871004e-01, 8.121443664527003836e-01, 4.492317151952357479e-01, 2.524322142898508758e+00
3.374861597682372594e-01, 7.907980905755015444e-01, 4.870515703146168218e-01, 2.343201543786472385e+00
3.373388376176190140e-01, 8.145622105700605076e-01, 4.657602360763576366e-01, 2.414670710087003513e+00
3.575478391796734212e-01, 8.070511116317492517e-01, 4.904332608640288860e-01, 2.257183579918639715e+00
3.677435118724615148e-01, 7.965134912229533404e-01, 5.193770911365951370e-01, 2.165948454582646843e+00
3.744214194303154275e-01, 8.365054716378542699e-01, 5.108077069998925301e-01, 2.234128252893765154e+00
4.007729332651684406e-01, 8.818554031176740748e-01, 5.744202808839506957e-01, 2.200386627742151102e+00
3.490600458755377944e-01, 8.128726151018326185e-01, 5.104073351051960916e-01, 2.328747230474133456e+00
3.355550093164819114e-01, 8.716867834989782127e-01, 4.848116320926644796e-01, 2.597746298809798127e+00
3.499452608313528001e-01, 8.283690137070793824e-01, 5.130440112065880465e-01, 2.367138825481310604e+00
3.397538701879528333e-01, 8.519956835647455318e-01, 4.939047242473680877e-01, 2.507684998829944334e+00
3.093207530602967159e-01, 8.465625802859271243e-01, 4.236676080357671959e-01, 2.736843784034446614e+00
3.308738391682510827e-01, 8.251312258294760671e-01, 4.668531470479378442e-01, 2.493794093554469793e+00
3.585863087109401603e-01, 8.156339960058839322e-01, 5.164845170686336306e-01, 2.274582091374197645e+00
3.441312509769691719e-01, 8.298347630124149887e-01, 5.234317089556269620e-01, 2.411390307205640404e+00
3.495725345205418222e-01, 8.458704058618381483e-01, 4.953867582458116869e-01, 2.419727874279357760e+00
3.515236701041705158e-01, 8.054834812215966311e-01, 4.970402222383619173e-01, 2.291406097867889624e+00
3.123795064539744426e-01, 8.113909587361108899e-01, 4.688607155595948539e-01, 2.597452592030585539e+00
